,ASER,BWM-DL02,BWM-DL04,BWM-DL06,FLPR,BWM-DL01,BWM-DL05,BWM-VR08,BWM-DL07,BWM-DR07,BWM-DR05,BWM-VR04,URYVR,BWM-DR03,BWM-DR01,BWM-DR06,BWM-DR08,SMBDL,BWM-VR02,SMDDR,URYVL,URAVL,BWM-DR04,BWM-DR02,IL2VR,IL1DR,RIPR,OLLR,OLQDR,URADR,URYDR,AVHL,CEPVR,IL1VR,BWM-VL03,URBL,CEPDR,BWM-VL08,URXR,BWM-VL04,RID,RIR,ASKR,AVAL,BWM-VL02,RMDL,SIBDR,RIGL,ALMR,AVDR,AVKL,RMEV,AVL,SIBDL,RIS,CEPVL,RMDR,RIBR,OLLL,RIML,RMEL,SAAVR,SIAVL,ADAR,PVT,RIPL,AVAR,BDUL,SIADL,SMDDL,excgl,AIML,BAGL,SMBVL,AIYL,RIFL,BWM-VR01,RMER,SMDVR,ADAL,SIBVL,RMDVR,AVKR,AVHR,PVPL,ASHL,AIZL,AVBR,AVBL,ASGL,ADFL,AWAL,BWM-VR03,AUAL,ASJL,RIBL,ASIL,ASKL,AIBL,AFDL,SABD,AWCR,RIMR,ASIR,AVJR,AUAR,OLQVL,ADFR,DB1,RIGR,AIZR,ASGR,URBR,SAAVL,IL1DL,SMBVR,AVJL,RIFR,BDUR,RMGR,AIMR,RICR,PVR,DVA,SMDVL,PVCR,PVCL,IL1R,FLPL,ADEL,ADER,DVC,SIADR,SIAVR,PVPR,RIH,PVQR,AWBL,SABVL,SABVR,IL2R,RIVR,BWM-VR07,RMDDR,IL2DR,AIBR,IL1VL,RMED,SAADR,RIAR,RICL,RIVL,BWM-VL07,SAADL,AINR,AINL,RMDDL,RIAL,BWM-VL05,CANL,ADLL,AVEL,BWM-VR05,AVDL,IL2VL,ALML,SMBDR,AWCL,ASEL,ALA,AVER,ADLR,CANR,AIAL,ASJR,PVQL,AIYR,RMDVL,AIAR,AWAR,BWM-VR06,IL1L,RMGL,IL2L,AWBR,AFDR,ASHR,URAVR,URADL,OLQDL,URYDL,IL2DL,CEPDL,URXL,BAGR,OLQVR,BWM-VL01,BWM-DL03,BWM-DL08,BWM-VL06,SIBVR,Fragment1,Fragment2,Fragment3,Fragment4
IL2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,0,0,0,0,0,88680,3480,20880,657000,677160,306720,0,0,0,0,0,0,0,0,147600,0,0,0,1080,0,0,94320,26880,0,240,0,0,456600,0,0,0,0,16920,55560,0,0,2283720,25440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999240,69960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16560,0,0,0,0,3960,0,7080,0,0,0,14160,0,0,846840,0,0,135480,0,0,0,89760,44520,46440,0,0,0,0,0,836760,0,0,0,0,0,82320,0,533160,15000,0,0,0,0,51720,0,0,228000,4080,0,368280,0,48000,0,0,0,30120,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,5640,28560,155640,10440,0,0,64920,0,0,0,0,0,0,0,0,0,4920,3480,0,383280,0,0,0,0,0,0,26640,356640,0,0,0,0,0,0,0,0,0
RIVR,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,181440,0,2040,0,2040,0,0,0,0,0,30360,0,360,49680,0,0,0,75720,0,0,0,0,0,0,183840,0,50400,0,0,143520,545040,0,70200,142440,0,313680,255960,145800,26880,628560,25680,0,106920,0,409560,303720,68760,0,0,279240,0,35160,1275240,318840,0,32040,6960,0,0,0,0,842880,389760,840,118320,70800,49080,0,0,0,0,108480,0,0,0,0,0,0,14640,0,0,52920,0,0,0,348240,0,65880,45000,10800,0,0,0,4200,0,73680,158280,0,0,0,0,0,0,0,75240,61320,99840,85440,0,0,44040,51000,7320,0,291720,0,0,0,771840,0,0,0,0,51720,0,0,0,0,671400,0,0,0,533880,194760,882600,101280,960000,43680,21600,419400,230520,0,0,0,0,0,0,0,0,177360,0,3480,0,114960,0,0,0,0,0,63000,0,0,0,0,0,146280,0,0,5880,0,0,0,0,18120,0,0,0,63840,0,0,0,0,0,15840,0,32160,18000,0
BWM-VR07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155160,0,0,0,0,0,0,0,0,0,0,0,0,0,13920,0,0,0,0,34200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMDDR,0,318840,749400,2400,0,410040,290880,0,22560,29400,0,0,525600,204840,120360,0,0,55920,238080,201240,0,0,0,0,47040,0,46800,537600,128280,34440,0,0,877080,1884480,0,211920,60480,0,0,0,0,0,0,16080,1920,942480,46560,0,0,0,0,560400,0,0,130080,0,271680,0,33600,0,53160,1320,94080,0,0,0,3000,0,58440,5880,0,0,0,96240,0,0,131160,31920,0,27240,390000,147600,0,0,0,0,0,0,0,0,0,0,140040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83880,67920,0,0,0,3120,0,240,0,0,291360,0,0,1005960,0,0,0,0,89520,20040,0,0,0,0,0,0,0,0,66360,0,18000,0,0,70200,105240,1611240,160080,469200,0,0,0,0,560640,1716120,0,0,0,268080,12000,0,0,0,725280,0,0,0,0,0,0,0,0,0,0,4028160,0,0,0,329400,0,720,0,0,0,97320,107040,465240,253200,8400,462720,0,0,42000,1680,499680,0,0,238800,0,0,0,15840
IL2DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77160,0,0,18840,0,0,0,0,0,16680,0,982920,1407240,0,490320,1027080,629160,0,0,0,0,0,531240,0,321960,0,0,0,0,0,0,0,0,0,0,0,0,239760,0,0,0,0,0,10080,0,0,271200,0,0,13440,0,171000,42480,0,0,0,0,0,6120,0,0,0,0,138720,0,0,0,51840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58680,0,16200,0,129000,0,0,0,0,0,0,0,0,0,0,0,32880,44640,0,10320,60480,124680,0,0,0,0,0,0,0,0,0,0,0,0,1291200,0,0,0,0,228000,0,0,18000,0,0,0,178440,0,0,29280,0,0,0,8400,13200,139440,0,0,0,0,0,0,28200,0,0,0,17160,720,13920,40560,39960,0,0,15000,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26280,0,0,0,0,0,22320,0,0,0,0
AIBR,1389720,0,0,0,7080,0,0,0,0,0,0,0,0,0,0,0,0,373320,0,47880,180960,92520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24480,141840,484560,52440,0,0,68640,333960,0,24360,475440,71280,410040,12360,12960,0,0,0,0,1679880,0,111240,600,37800,399000,0,503040,0,308520,814200,0,0,20040,0,0,0,0,0,0,79320,7800,0,501480,0,190080,0,471600,497280,0,0,21120,30480,0,24240,0,50760,0,0,630480,0,0,1136880,201600,79800,0,23640,0,108000,0,9480,24600,566760,0,26640,0,0,0,38640,0,0,82920,33000,0,260760,195480,0,0,9360,25320,0,0,595200,0,0,3240,48720,203040,59520,0,0,4080,671400,0,0,0,0,65040,0,117240,0,154080,25560,0,99480,201720,215640,0,45240,0,0,0,271800,0,12480,64560,0,0,257640,78240,0,525600,470520,0,0,0,0,307800,84120,1755240,110520,0,0,376560,0,30960,371760,641640,0,0,0,109800,0,0,3480,323040,0,0,0,0,0,18840,0,0,0,0
IL1VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080,0,0,895680,323400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104760,0,0,7920,0,0,0,72960,8520,26400,0,566280,0,0,300120,0,588840,0,8640,0,44160,657720,1200,0,40080,6120,0,0,0,110640,0,0,0,0,0,12600,8400,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30960,34440,42360,0,0,0,0,0,0,0,2880,0,0,0,45960,0,0,0,0,0,0,0,0,0,65040,0,36360,0,0,3600,0,0,2760,0,0,2095560,15360,0,0,0,0,0,0,940200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256080,0,3240,0,0,0,0,0,0,0,0,0,83880,38520,0,87000,0,0,0,0,0,0,0,0
RMED,0,0,0,0,0,18960,153840,0,0,0,119040,0,73080,124200,35880,0,0,159120,0,633720,134760,257280,0,0,137040,207840,242400,984360,108720,173280,519480,0,9000,67200,16680,0,0,0,0,0,13920,0,0,0,0,0,0,0,0,0,314640,4345080,368400,0,506640,0,0,300120,702120,66720,1209120,0,0,0,256560,195480,0,0,0,434520,0,0,0,0,0,0,97320,1179600,140640,0,0,880440,71760,0,0,0,0,0,0,0,0,0,72960,0,0,256560,0,0,140040,0,0,0,0,0,0,0,28080,0,0,206160,0,0,0,0,221760,0,0,0,0,0,0,0,0,0,205560,0,0,15240,0,0,0,232680,0,0,0,702720,0,0,0,0,368280,0,0,70200,178440,0,36360,61080,0,2400,0,0,0,0,0,0,326040,0,0,0,0,97680,4320,0,118440,0,92520,0,0,0,24000,0,0,0,0,0,0,808920,0,0,0,0,0,219120,0,0,0,400320,197280,64200,250320,196080,13920,0,0,92400,86400,97560,0,0,0,0,0,0,0
SAADR,0,0,0,0,0,0,0,0,0,0,0,0,48840,0,0,0,0,9840,0,864840,0,0,0,0,120,0,0,1320,0,0,0,0,0,2760,0,145680,0,0,0,0,0,0,0,227880,0,0,71040,301920,0,63720,46200,0,0,0,385080,0,0,0,214080,1467120,0,122640,0,166320,4440,0,229800,0,8160,3840,460200,0,0,57840,0,0,0,0,228720,19080,88080,0,313800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150960,0,0,0,954000,0,0,0,0,0,0,1043400,0,0,0,687960,0,1112520,840,0,0,223440,0,0,0,26040,986520,0,0,0,348600,411480,1440,67800,336240,6240,0,47160,0,0,0,0,0,0,0,105240,0,117240,0,0,0,47400,23280,598080,0,653640,0,0,0,0,0,0,0,138480,0,0,0,198600,531000,0,0,0,62160,0,0,0,0,0,0,224160,0,0,0,48240,68160,98040,0,0,0,13680,0,0,24960,0,0,0,0,0,0,0,0,0,206040,0,0,0,0
RIAR,0,0,0,0,9480,0,0,0,0,0,0,0,47520,0,0,0,0,6000,0,1298640,0,0,0,0,91920,0,0,32640,0,0,0,0,501840,38280,83280,0,852840,0,812160,0,0,338400,0,142320,0,959400,57000,0,0,0,0,0,960,1800,65400,74040,894360,970200,0,0,0,302640,190560,118560,0,0,491040,0,0,1351920,0,0,1205400,0,1320,0,0,0,456840,0,0,1414920,0,0,0,0,214800,0,2400,0,0,0,34680,0,0,0,0,0,58560,0,0,0,129120,0,0,761760,0,239640,0,286320,1247400,0,55320,39840,0,111960,0,0,0,0,0,0,0,0,1607040,0,0,75600,360,0,0,0,295080,49800,0,714840,0,0,0,0,48000,533880,0,1611240,0,0,0,2400,47400,0,3720,423240,1920,0,0,29040,1580880,1877280,0,0,0,29640,0,0,0,0,3000,5160,4200,0,0,0,0,0,0,0,501240,1446240,0,0,0,55800,7080,0,4440,23760,38520,30360,0,0,0,0,140400,0,0,9000,480,0,0,0,75480,0,0,0,0
RICL,0,0,0,0,0,0,0,0,7680,63480,2400,0,43800,0,0,0,0,215640,0,228840,14400,0,0,0,13680,0,20280,0,270600,19560,0,0,211920,28440,0,274440,157680,0,4320,0,436200,0,0,485280,0,0,75840,13080,0,140040,105120,0,0,507960,129720,205440,375360,0,0,148200,0,191880,573720,561960,0,0,418800,0,262800,300240,471840,90360,0,294840,0,0,0,0,215520,431400,400080,0,49920,0,62040,75480,17880,32280,72000,720,0,0,0,0,0,0,0,0,0,0,0,0,170520,0,5040,0,331560,0,0,0,0,0,159960,0,5520,12240,133440,0,27840,25440,0,1714920,233520,275280,148440,64680,0,0,0,0,0,9240,101280,133440,0,2400,0,0,0,0,0,194760,0,160080,29280,154080,3600,0,23280,3720,0,142560,0,24120,0,0,0,0,0,0,0,11640,0,251400,1560,63120,160080,0,0,0,0,0,0,0,0,0,0,102480,0,0,0,31560,76920,56640,0,0,0,40800,45600,69720,0,28200,215880,97440,0,42240,0,0,0,0,352560,0,0,0,5640
RIVL,1560,0,0,0,94560,0,0,0,0,0,0,0,0,0,0,0,0,73800,0,1268160,0,0,0,0,5280,0,0,0,0,0,40920,90720,0,0,0,100440,0,0,0,0,90960,478560,0,247800,0,389520,253440,0,0,6600,23880,0,243120,285240,444840,0,0,0,13080,1057080,0,273120,0,138480,21000,0,78960,0,0,0,207840,0,64080,0,27000,0,0,0,60240,20160,70680,0,186720,0,0,0,0,61080,20280,0,0,0,18600,47280,0,45000,0,0,469200,22800,0,4680,102120,0,0,0,0,0,0,392880,0,0,0,322080,0,166440,0,0,0,198720,0,102840,262800,108960,760800,0,0,0,39120,0,0,434760,17760,375120,0,456840,0,0,0,0,0,882600,0,469200,0,25560,0,0,598080,423240,142560,0,0,0,19200,58920,0,313440,0,0,0,87360,3840,235560,0,0,140040,0,0,0,33600,0,0,0,0,0,0,367800,0,0,0,66240,0,62160,0,0,0,8640,8640,0,7560,0,0,0,0,720,0,0,0,0,60000,0,0,0,0
BWM-VL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20040,0,49200,79440,0,0,0,0,0,0,0,0,0,0,0,0,16440,0,0,0,56160,0,0,0,0,0,0,0,64560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101280,0,0,0,0,0,0,0,1920,0,0,0,9840,0,0,0,0,87000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAADL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347520,0,0,112440,0,0,0,0,0,0,300360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320400,0,0,0,993360,153960,128400,30120,0,0,60000,0,0,3000,11880,0,961560,0,492480,8520,34920,0,0,226680,0,337080,534840,626760,0,16920,952200,0,0,0,0,715200,175440,106680,284280,6480,30840,0,0,78480,0,0,0,0,0,0,0,0,0,0,0,413280,0,0,0,1148760,0,0,0,0,0,0,476040,0,0,144120,22080,50640,75120,0,6720,0,125280,0,53520,0,95760,0,0,0,73920,0,134400,404760,116040,0,8160,0,140880,0,0,0,0,30120,960000,0,0,0,99480,2760,0,653640,0,24120,0,9840,0,0,0,291000,76800,0,0,0,86280,0,48840,0,0,26760,0,0,840,154320,0,0,0,0,0,0,0,0,0,0,0,327240,0,0,0,0,0,0,46560,90600,0,0,0,53040,0,0,0,0,6960,70320,0,0,0,0
AINR,476880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160,0,48120,16680,0,0,0,0,0,0,0,7080,0,24120,0,423840,0,121080,0,0,0,0,0,66960,104640,0,240,0,12000,10440,71760,0,51840,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,110040,0,78840,0,0,0,75600,0,0,0,0,0,0,0,22080,0,0,30720,59400,0,0,1758240,0,189960,60600,0,34680,1076640,0,313200,0,13320,137160,323400,0,1560,0,0,0,63600,0,8520,8880,0,0,0,0,0,0,0,0,0,22560,0,0,0,0,0,0,0,0,0,0,36720,0,0,0,0,0,43680,0,0,8400,201720,0,0,0,0,0,19200,0,0,0,401520,0,33720,0,0,0,0,0,0,0,0,0,27840,6720,0,0,0,0,64440,3240,0,103320,0,116040,0,0,0,0,11520,0,135600,0,0,0,9240,1440,0,0,4800,740160,0,0,0,0,0,0,0,0,0,0
AINL,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15480,0,7680,23880,0,3720,0,28200,0,0,48120,10200,0,24480,0,491640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295800,51720,0,0,13440,0,0,0,0,480,0,0,0,0,0,434520,0,0,0,0,0,0,0,0,9480,0,0,0,0,0,0,0,112920,0,0,0,245880,0,7560,3480,29880,198840,271320,0,46080,0,63960,0,1597800,0,16320,0,21480,1320,123000,0,0,9120,0,191880,0,0,0,0,0,0,0,0,0,0,42840,0,0,0,0,0,0,0,44760,0,0,0,0,8400,21600,0,0,13200,215640,0,0,0,29040,0,58920,0,0,401520,0,0,0,0,0,0,0,0,134280,0,31320,0,341520,366960,0,0,0,0,49080,0,0,87240,0,32280,0,0,0,0,0,0,1364280,0,0,0,17280,1200,23160,11760,1800,0,0,0,0,0,0,0,0,0,0,0
RMDDL,0,0,0,0,0,35160,0,0,55320,13320,187440,0,0,659640,315720,0,0,624240,11160,240,858840,9960,598680,575880,0,11880,0,98040,284400,159600,327600,0,0,0,12360,24600,403800,0,0,10080,0,0,0,13680,169680,165960,67200,0,38400,0,0,720240,0,42480,0,797400,654960,0,547440,0,39600,0,0,0,0,11400,50760,0,151680,341520,35040,0,0,0,0,0,0,1200,273360,0,154680,4075200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107160,0,0,0,0,0,102720,0,0,144360,0,0,0,186480,0,64320,2400,0,8040,0,0,240240,0,0,0,0,193680,57000,0,24840,0,0,0,0,0,419400,0,560640,139440,0,2095560,326040,0,1580880,0,0,0,291000,0,0,0,2010720,101880,0,0,0,0,0,72840,0,45120,0,0,0,207240,0,0,0,0,0,0,154560,0,0,0,1059600,0,0,0,0,0,0,12600,140280,0,46680,61680,0,0,0,185400,90000,0,0,254880,0,0,0,0
RIAL,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250080,0,1249560,96360,10920,0,0,0,0,0,0,0,0,0,0,155280,0,0,67440,29040,0,0,0,0,268920,0,571320,0,978120,16680,234840,0,0,5280,0,0,72600,0,484800,1215960,0,86280,153120,0,55440,23760,0,0,0,107880,0,292680,1649280,0,0,0,199800,452160,360,47520,0,1127880,14160,99600,1268760,0,0,0,59760,1240680,0,0,0,243480,0,36240,520920,0,790080,0,0,0,17160,0,10800,0,0,0,0,54720,0,0,0,0,0,0,514800,0,34920,0,0,0,0,0,0,0,0,832800,0,0,40560,0,0,0,0,19560,222360,0,487320,0,0,0,0,0,230520,0,1716120,0,45240,15360,0,0,1877280,0,313440,0,76800,33720,0,2010720,0,0,0,0,0,2160,0,79440,0,0,0,0,0,28680,0,0,0,0,0,0,1350360,0,0,0,120000,0,0,0,0,0,0,0,4800,0,0,557640,876480,972840,0,1800,0,0,0,33240,0,0,0,0
BWM-VL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,17640,0,192840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118320,0,0,0,0,0,0,0,435960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000,0,0,0,101880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,0,0,0,0,0
CANL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47520,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,173520,70080,0,0,30240,0,0,99480,0,0,0,0,0,0,0,0,73920,0,0,0,0,0,0,0,0,0,0,0,0,29280,0,356400,7440,0,0,0,0,220320,0,0,0,71160,53760,188400,8040,12240,600,0,0,464640,0,0,164760,0,296880,1143480,228360,0,0,504480,0,0,48120,0,4560,0,0,0,0,0,0,0,5040,0,140160,0,0,0,0,0,0,0,0,0,29160,0,0,0,0,0,27000,0,0,0,0,186000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,0,1440,0,686040,391320,316080,0,156720,0,225120,0,352320,0,0,0,0,0,2280,51120,47760,0,0,0,0,0,38280,8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,0,0,0,0,82920,0,0,0,0,0,0,0,804720,0,0,0,0,3840,0,35640,0,0,0,0,0,0,0,1320360,151320,0,470400,840,104280,1200,0,0,323280,0,7800,0,26880,239160,0,125640,0,227520,480,41160,0,302160,569520,33000,199920,0,288600,0,0,821760,0,506280,0,0,0,17520,67800,0,0,0,0,358800,0,114720,24240,31080,0,48720,0,9480,35520,33720,6000,135600,421440,0,0,30720,462840,0,228720,0,0,0,0,143400,9960,154920,0,0,525960,0,0,0,416160,0,35760,0,0,0,0,50280,245880,0,0,0,0,0,0,0,0,3240,0,0,0,234960,233520,87840,4080,190080,0,0,0,85080,189000,265320,0,0,0,0,0,0,0,0,0,268080,0,271800,0,97680,138480,29640,11640,87360,0,86280,0,0,0,0,0,0,0,0,0,0,0,60720,54120,0,0,82560,75840,0,0,0,0,4920,0,67320,0,0,0,80400,99360,95280,0,0,0,0,0,0,67320,0,0,85080,601920,67440,0,0,0,0,34920,0,0,0,0
BWM-VR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260640,0,0,0,0,0,0,0,0,0,0,0,0,0,4080,0,0,0,0,79440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53520,0,0,0,0,0,0,0,0,32520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188640,12000,0,0,0,4320,0,0,0,3840,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,0,0,0,0,102480,0,0,0,0,0,0,0,98640,0,0,0,0,0,0,0,0,0,0,0,0,35400,0,0,50520,0,10440,361200,42120,0,0,50520,0,0,0,0,187440,42480,0,81240,0,0,88800,0,222720,74280,0,0,9360,17640,0,0,0,93240,1680,48600,0,0,0,345480,0,1320,74280,53160,0,0,18480,27000,145200,0,0,0,0,0,0,40800,409440,720,0,0,9480,65880,0,174120,161520,0,0,0,0,0,21960,0,0,0,93120,0,0,0,35880,0,11280,61200,0,0,0,113280,241320,0,141000,0,0,86640,583800,19080,97080,13440,0,192600,443400,425040,20400,696000,34800,0,0,0,0,0,53160,2280,267120,0,0,0,0,0,0,0,0,0,28200,12480,0,0,0,0,251400,235560,0,48840,0,134280,0,0,0,0,57000,0,0,0,0,128400,49440,0,0,15360,392400,100560,0,0,0,10320,0,0,0,0,0,0,0,0,0,0,166200,0,33480,22320,64200,5520,53760,12480,210240,52680,0,0,0,0,19320,0,0,0,0
IL2VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227160,964920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47520,0,0,18120,0,0,0,188280,2640,19800,0,440400,0,0,0,0,201120,7320,9120,0,95880,752520,0,0,12120,6360,0,0,0,0,0,0,0,284040,0,19320,0,43200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13560,0,0,0,423960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920,37680,19560,0,0,0,0,0,0,0,49560,0,0,0,642000,0,0,0,0,0,0,0,0,0,64560,940200,118440,0,0,1560,0,0,0,0,0,72840,79440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65400,0,0,0,0,0,0,0,0,0,39600,200880,0,142800,0,0,0,0,0,0,0,0
ALML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58440,0,0,0,0,0,0,0,0,0,0,127920,0,0,0,229320,0,0,0,0,149880,0,0,0,0,0,50400,0,0,379320,0,0,0,0,0,226920,0,0,0,0,0,0,79440,0,0,0,0,959040,0,0,0,125880,0,0,0,135000,0,0,0,275160,0,0,0,21240,0,60480,0,0,165840,0,0,0,0,0,18600,0,0,27000,0,0,0,0,0,0,339600,0,9360,0,0,0,0,0,0,0,0,0,110400,0,0,0,0,0,765600,68760,0,0,237360,0,0,0,0,0,250800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198600,0,63120,0,0,0,0,31320,0,0,0,0,1440,60720,0,128400,0,0,313560,0,0,6600,0,0,0,0,0,1800,0,0,0,0,0,96240,153720,2760,0,0,0,0,0,0,0,0,48240,245520,0,0,0,0,0,0,367320,0,0,0,0
SMBDR,0,23400,129960,0,95280,223680,26280,0,113520,6480,0,0,30840,0,0,0,0,123720,0,411480,0,0,0,0,11160,0,0,0,0,0,30960,19080,0,6840,0,384120,12480,0,0,0,0,0,0,39840,0,45600,911400,38520,0,0,308400,0,0,156720,35160,0,0,1440,0,0,0,82800,12960,203760,87960,0,19320,0,0,0,0,7320,0,77880,0,0,0,0,33720,0,585360,10200,364080,0,0,0,150240,0,0,0,0,0,0,0,0,0,0,0,507120,0,0,0,178320,0,0,0,0,525600,0,293520,645960,0,36840,831120,91920,1129920,0,0,0,135720,0,233160,6120,242640,0,58920,90120,0,0,0,0,0,1103040,535800,0,216480,0,0,0,0,0,177360,0,725280,0,0,0,92520,531000,3000,160080,140040,0,26760,0,0,45120,0,0,0,0,54120,0,49440,0,313560,0,0,0,0,2880,0,0,0,0,0,63600,0,0,4080,0,0,0,0,0,0,109920,2280,117840,410520,0,40920,42120,6000,0,0,0,103200,180360,0,585000,0,0,0,0
